,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
1165,1166,1128  - FISCHER Frank,V2H,131,43:07:32,24:05:38,DE
1166,1167,2029  - COSTA RUIZ Daniel ES PUIG,V1H,492,43:08:21,24:06:27,ES
1167,1168,1588  - CARDONA RIBAS Jose Maria TRIJASSA,V1H,493,43:08:23,24:06:29,ES
1168,1169,2844  - HEADY Cynthia,V2F,10,43:08:56,24:07:02,US
1169,1170,1919  - OK Mehmet Ali AYDOS537,V1H,494,43:09:07,24:07:13,TR
1170,1171,566  - CLERCKX Kris,V1H,495,43:09:16,24:07:22,BE
1171,1172,2041  - MOCHIDA Toshimasa BATS/KTC,V1H,496,43:09:26,24:07:32,JP
1172,1173,1967  - REHIM Abdel Karim,SEH,443,43:09:28,24:07:34,DZ
1173,1174,1982  - HERBERT Christopher,SEH,444,43:10:04,24:08:10,US
1174,1175,2783  - NAGY Csaba,SEH,445,43:10:10,24:08:16,HU
1175,1176,2358  - TUNNEY Phillip,V1H,497,43:10:48,24:08:54,GB
1176,1177,2180  - ROMET Quentin,SEH,446,43:10:51,24:08:57,FR
1177,1178,1095  - CASSAGNES Louis,SEH,447,43:10:52,24:08:58,FR
1178,1179,1198  - HENRY Matthieu,SEH,448,43:10:53,24:08:59,FR
1179,1179,1204  - ROBERT Pol,SEH,448,43:10:53,24:08:59,FR
1180,1181,1997  - QIAN Si SUZHOU TRAIL RUNNING,SEH,450,43:11:03,24:09:09,CN
1181,1182,458  - CHIRON Françoise FONDATION POUR LES MALADIES RARES,V1F,35,43:11:42,24:09:48,FR
1182,1183,493  - HAGEN Paul LES TRAILERS DU PIC SAINT LOUP,V2H,132,43:11:43,24:09:49,FR
1183,1184,2503  - STĘPIEŃ Ireneusz BRACTWO BIEGACZY ZIELONA GORA,V1H,498,43:11:46,24:09:52,PL
1184,1185,1440  - STĘPIEŃ Alicja BRACTWO BIEGACZY ZIELONA GORA,V1F,36,43:11:47,24:09:53,PL
1185,1186,1525  - GONÇALVES Antonio ADN PONTA DO SOL,SEH,451,43:11:54,24:10:00,PT
1186,1187,2883  - COTS SOLÉ Xavier centre excta. agramunt,V2H,133,43:12:13,24:10:19,ES
1187,1188,680  - POLYAKOVA Elena SALOMON TURKEY,SEF,50,43:13:53,24:11:59,RU
1188,1189,1728  - GOUMOT Frederic COURIR PAYS DE GRASSE,V1H,499,43:13:54,24:12:00,FR
1189,1190,431  - DALKILIC Alper ADVENTURE RUNNERS,SEH,452,43:13:55,24:12:01,TR
1190,1191,2598  - RESSENCOURT Guillaume CMCAS,SEH,453,43:14:20,24:12:26,FR
1191,1192,1421  - HUANG Zhaoning,SEF,51,43:15:34,24:13:40,CN
1192,1193,846  - CASTELEIRO Nádia ORALKLASS - AMIGOS DO TRAIL,SEF,52,43:15:39,24:13:45,PT
1193,1194,2190  - SANHUEZA ROBLES Juan Carlos ANIMAL TEMUCO,V2H,134,43:16:12,24:14:18,CL
1194,1195,1810  - CHEN Chun-Hsin,V1H,500,43:16:22,24:14:28,TW
1195,1196,1795  - RITSCHEL Brian,V1H,501,43:17:11,24:15:17,US
1196,1197,498  - LEFEBVRE Antoine,V1H,502,43:17:19,24:15:25,FR
1197,1198,2479  - RUAN Mingzhong,V1H,503,43:17:30,24:15:36,CN
1198,1199,541  - N GUYEN VAN Sebastien TEAM IRON RACE/CROSSCALL,V1H,504,43:17:40,24:15:46,FR
1199,1200,2526  - YAU Pui Yuen FAITHWALKERS,V1H,505,43:18:21,24:16:27,HK
1200,1201,1675  - LEUNG Chi Ho FAITHWALKERS,V2H,135,43:18:24,24:16:30,CN
1201,1202,1790  - CAMURATI Federico,V1H,506,43:18:28,24:16:34,IT
1202,1203,1797  - SASINKA Aramis LONESOME RUNNERS,V1H,507,43:18:29,24:16:35,HR
1203,1204,1062  - COLE-JONES Dylan NOOSA ULTRA TRAIL RUNNERS (NUTR),V1H,508,43:18:33,24:16:39,GB
1204,1205,2434  - HURTREL Nicolas 091081,V1H,509,43:18:56,24:17:02,FR
1205,1206,2163  - DILL Bertrand AS CALUIRE,V1H,510,43:19:14,24:17:20,FR
1206,1207,1689  - CHOIX Hervé,V2H,136,43:19:19,24:17:25,FR
1207,1208,523  - KOORS Dennis,V1H,511,43:19:22,24:17:28,DK
1208,1209,2565  - PENNEY Dave,V1H,512,43:19:44,24:17:50,GB
1209,1210,2438  - LLANO Carlos,SEH,454,43:20:11,24:18:17,ES
1210,1211,2203  - YAMADA Kosuke,V2H,137,43:20:16,24:18:22,JP
1211,1212,2760  - OHARA Kenji TEAM PARIS MARATHON AHIRU CLUB,SEH,455,43:20:22,24:18:28,JP
1212,1213,2812  - FUNAKOSHI Satoshi TEAM PARISMARATHON AHIRU CLUB,V1H,513,43:20:23,24:18:29,JP
1213,1214,2322  - FERNÁNDEZ Javier A.D. MOAL,V2H,138,43:20:48,24:18:54,ES
1214,1215,1255  - KUZUNISHI Ryosuke OHTA RUNNING CLUB,SEH,456,43:20:51,24:18:57,JP
1215,1216,2252  - TSCHENN Rémi,SEH,457,43:21:03,24:19:09,FR
1216,1217,2158  - KOURI Ali,V2H,139,43:21:55,24:20:01,FR
1217,1218,2062  - PEYRON Philippe,V2H,140,43:21:57,24:20:03,FR
1218,1219,2660  - DI GIANNANTONIO Gianluca TIGER TRAIL SIMBRUINI,V2H,141,43:22:59,24:21:05,IT
1219,1220,2146  - RAMELLO Marco SENTIERI DELLA COLLINA A.S.D,SEH,458,43:23:24,24:21:30,IT
1220,1221,484  - BARNARD Nikki,SEF,53,43:23:38,24:21:44,GB
1221,1222,2456  - LYU Hao QUAN^2,V1H,514,43:23:47,24:21:53,CN
1222,1223,640  - BRAVO Veronica BRIGADA DE RESCATE ANDINO DEL MAULE,SEF,54,43:24:17,24:22:23,CL
1223,1224,627  - LEUNG Wiwin TEAM COLUMBIA HONG KONG,V1F,37,43:24:33,24:22:39,HK
1224,1224,703  - CHAN Wai Yiu,SEH,459,43:24:33,24:22:39,HK
1225,1226,1784  - MATSUMOTO Takahiro,V1H,515,43:25:08,24:23:14,JP
1226,1227,2185  - GUINET Jérémie ASVEL ATHLE,SEH,460,43:25:21,24:23:27,FR
1227,1228,2020  - NAKAI Koji,V2H,142,43:25:31,24:23:37,JP
1228,1229,1423  - GOOD Erich,V2H,143,43:25:33,24:23:39,CH
1229,1230,2359  - BRINGEL Philippe,V1H,516,43:27:22,24:25:28,FR
1230,1231,1119  - PAJDOSZ Rafał KB BIAŁA BIEGA,V1H,517,43:27:36,24:25:42,PL
1231,1232,1487  - YAN Yun NANCHANG TRAIL RUNNING,V1H,518,43:27:43,24:25:49,CN
1232,1232,1694  - SCOTT Dominic,V2H,144,43:27:43,24:25:49,GB
1233,1234,2412  - GIACOMELLI Giorgio ASD VERONA TRAIL RUNNERS,V2H,145,43:28:07,24:26:13,IT
1234,1235,2673  - WANG Jia,SEH,461,43:28:20,24:26:26,CN
1235,1236,2210  - MARILL Laurens,SEH,462,43:28:28,24:26:34,FR
1236,1237,2080  - AUREGAN Pierrick XVEME ATHLETIC CLUB,SEH,463,43:28:30,24:26:36,FR
1237,1238,2759  - DIATKA Vladimir,V2H,146,43:28:32,24:26:38,CZ
1238,1239,2168  - MAYOU Mehdi,SEH,464,43:28:51,24:26:57,FR
1239,1240,2642  - LIU Hang 奔,SEH,465,43:29:02,24:27:08,CN
1240,1241,2330  - OUALI Kamel,SEH,466,43:29:20,24:27:26,FR
1241,1242,2418  - CHAUDET Cedric,V1H,519,43:29:35,24:27:41,FR
1242,1243,1951  - SYKES David LONSDALE FELL RUNNERS,V1H,520,43:29:53,24:27:59,GB
1243,1244,2509  - SORO Gustavo A.,V1H,521,43:30:15,24:28:21,AR
1244,1245,2266  - ROSSBERG Volker Run free - Run wild,V2H,147,43:30:30,24:28:36,DE
1245,1246,904  - MAUPOUX Murielle AS CEA GR,V1F,38,43:31:31,24:29:37,FR
1246,1247,2405  - LAHOUSSE Frederic,V2H,148,43:32:54,24:31:00,FR
1247,1248,704  - HENQUINET Quentin THARES,SEH,467,43:33:02,24:31:08,BE
1248,1249,922  - TAKANO Yoshiaki TEAM100MILE,SEH,468,43:33:42,24:31:48,JP
1249,1250,1739  - LEE Kwong Ho TEAM GARLIC,SEH,469,43:35:14,24:33:20,HK
1250,1251,2354  - KOLEV Martin BUDDY BLACK,V1H,522,43:35:21,24:33:27,BG
1251,1252,2740  - CHAPUT Dominique,V2H,149,43:36:06,24:34:12,FR
1252,1253,1646  - CHAN Kwok Yui,SEH,470,43:36:10,24:34:16,HK
1253,1254,2375  - MARÉCHAL Philippe,V1H,523,43:36:22,24:34:28,BE
1254,1255,1884  - WHITAKER Richard 100 MARATHON CLUB,V1H,524,43:38:09,24:36:15,GB
1255,1256,2327  - GALINDO Javier RUNNING CLUB ARPAJON,V2H,150,43:38:18,24:36:24,FR
1256,1257,910  - SHI Hongxia,SEF,55,43:38:20,24:36:26,CN
1257,1258,1856  - BERTRAND Valery RBC RUNNERS,SEH,471,43:38:48,24:36:54,BE
1258,1259,2609  - SERRE Jean-Emmanuel ES LIVAROT RUNNING,V1H,525,43:39:17,24:37:23,FR
1259,1260,866  - FABRE Olivier,V1H,526,43:40:34,24:38:40,FR
1260,1261,789  - LAMBERT Nicolas,SEH,472,43:40:36,24:38:42,FR
1261,1262,1002  - LANNUZEL Patrick PAC MAC,V2H,151,43:40:59,24:39:05,FR
1262,1263,1431  - LANNUZEL Jean-Philippe PAC-MAC PLOUZANE (29),V1H,527,43:41:00,24:39:06,FR
1263,1264,1633  - PLANEL Fabienne,V2F,11,43:41:01,24:39:07,FR
1264,1265,547  - ODER Pascal,V2H,152,43:41:10,24:39:16,FR
1265,1266,2340  - HERBE Denis,V2H,153,43:41:50,24:39:56,FR
1266,1267,2817  - KHOO Hock Meng,V1H,528,43:42:02,24:40:08,SG
1267,1268,1396  - TACCOGNA Gerolamo ASD PODISTICA PERALTO GENOVA,V1H,529,43:42:46,24:40:52,IT
1268,1269,2431  - CALABUIG SATORRES Luis,SEH,473,43:43:14,24:41:20,ES
1269,1270,1962  - VEDOVETTO Alessio,SEH,474,43:44:00,24:42:06,IT
1270,1270,2711  - BERNABEU MOLINA Javier CENTRO EXCURSIONISTA DE BIAR,SEH,474,43:44:00,24:42:06,ES
1271,1272,2028  - CAMPANA Cedric AUBAGNE TRIATHLON,SEH,476,43:44:47,24:42:53,FR
1272,1273,2331  - PANG Kwong Fai,SEH,477,43:44:48,24:42:54,HK
1273,1274,535  - SCHRANTZ Alexander,V1H,530,43:45:08,24:43:14,US
1274,1275,1995  - LENORMAND Ludovic CAP SANOFI VRAC,V1H,531,43:45:17,24:43:23,FR
1275,1276,1914  - GAUTRON Jerome VAL DE REUIL,SEH,478,43:45:18,24:43:24,FR
1276,1277,2248  - LA GATTA Antonio,V2H,154,43:45:24,24:43:30,IT
1277,1278,2052  - REDAELLI Luca,V1H,532,43:45:30,24:43:36,IT
1278,1279,2096  - PASCAL Eric,V2H,155,43:45:33,24:43:39,FR
1279,1280,1574  - RONDINI Nicola,V1H,533,43:46:43,24:44:49,IT
1280,1281,551  - KOYAMA Shuichi AHIRU CLUB,V1H,534,43:47:29,24:45:35,JP
1281,1282,1613  - SACCONI Giorgio,V1H,535,43:47:34,24:45:40,IT
1282,1283,942  - LUNDY Kristin,V1F,39,43:47:45,24:45:51,US
1283,1284,1866  - SANDEGARD Anders IF KVILLE,V1H,536,43:48:34,24:46:40,SE
1284,1284,2265  - REINHOLD Fredrik SVALHOGENS IF,V1H,536,43:48:34,24:46:40,SE
1285,1284,2627  - KOPKA Joakim Glenn LONESOME RUNNERS,V1H,536,43:48:34,24:46:40,SE
1286,1287,2710  - DELAUNAY Stéphane,V1H,539,43:48:48,24:46:54,FR
1287,1288,2904  - MINAN ESPIGARES Francisco SALTABALATES,V1H,540,43:48:54,24:47:00,ES
1288,1289,859  - BOROCCO Catherine,V2F,12,43:48:58,24:47:04,FR
1289,1290,1264  - GUERRA Patrick ASFAS TRI,V2H,156,43:48:59,24:47:05,FR
1290,1291,1934  - DOWLING Jason IMRA,V1H,541,43:49:00,24:47:06,IE
1291,1292,1703  - SBARAGLI Moreno ASD SILVANO FEDI,V2H,157,43:49:01,24:47:07,IT
1292,1293,947  - SACANNA Massimo RIMINI MARATHON,V1H,542,43:49:03,24:47:09,IT
1293,1294,2533  - GRIBALDO Massimiliano,V2H,158,43:49:05,24:47:11,IT
1294,1295,503  - DROMARD Florian,SEH,479,43:49:35,24:47:41,FR
1295,1296,2408  - TANAKA Yoshikazu,SEH,480,43:51:15,24:49:21,JP
1296,1297,1916  - LIENAFA Yann CLUB MANIKOU,V1H,543,43:51:21,24:49:27,FR
1297,1298,1720  - GORCZYCA Paweł,V1H,544,43:51:25,24:49:31,PL
1298,1299,1953  - BOURRET Joseph,V2H,159,43:51:40,24:49:46,FR
1299,1300,2193  - YAMAZAKI Tatsuro,SEH,481,43:52:24,24:50:30,JP
1300,1301,2617  - SHIMIZU Kenji,V1H,545,43:52:52,24:50:58,JP
1301,1302,1948  - MARTINEZ SOBERON Miguel,V1H,546,43:53:26,24:51:32,ES
1302,1303,2506  - VU Van Thinh MY-GALAXIES,V1H,547,43:53:30,24:51:36,VN
1303,1304,2140  - BORTOLOTTI Emmanuel TRAIL FOR FUN HUY,SEH,482,43:53:33,24:51:39,BE
1304,1305,2560  - CHAN Tsz Lung,V1H,548,43:54:30,24:52:36,HK
1305,1306,2632  - BACHELARD Sebastien,V1H,549,43:54:37,24:52:43,FR
1306,1307,2015  - EKFORS Kristian,V1H,550,43:54:39,24:52:45,SE
1307,1308,1293  - CHAN King Long Edward,SEH,483,43:54:53,24:52:59,HK
1308,1309,730  - CHENG Wai Yee,SEF,56,43:54:57,24:53:03,HK
1309,1310,2875  - FREITAS José CMOF,SEH,484,43:55:13,24:53:19,PT
1310,1311,2242  - AMBROISE Philippe,V2H,160,43:56:08,24:54:14,FR
1311,1312,2495  - BROSSIER Thomas,V1H,551,43:56:14,24:54:20,FR
1312,1313,2461  - DE SCHRYNMAKERS Frederic,V2H,161,43:56:17,24:54:23,BE
1313,1314,2569  - WILLIAM William,SEH,485,43:56:28,24:54:34,ID
1314,1315,2530  - SALVATORI Damien,SEH,486,43:56:38,24:54:44,FR
1315,1316,1726  - CHAN Chi Kuen WALKERMIX,SEH,487,43:57:08,24:55:14,HK
1316,1317,2748  - YE Feng,V1H,552,43:57:21,24:55:27,CN
1317,1318,2153  - HUANG Meng,V1H,553,43:57:24,24:55:30,CN
1318,1319,2202  - UNDO Takeru AKABEKO / OHTA RUNNING TEAM,SEH,488,43:57:51,24:55:57,JP
1319,1320,437  - BOUDAUD Thierry,V1H,554,43:58:00,24:56:06,FR
1320,1321,2887  - KANBE Renichiro ＶＦＦ,V1H,555,43:58:01,24:56:07,JP
1321,1322,2505  - TERCZYNSKI Pawel ORANGE POLSKA,V1H,556,43:59:37,24:57:43,PL
1322,1323,2888  - KURZAWA Sławomir T-MOBILE RUNNING TEAM,V2H,162,43:59:38,24:57:44,PL
1323,1324,2638  - WYSOKIŃSKI Jerzy ORANGE POLSKA,V2H,163,43:59:39,24:57:45,PL
1324,1325,1422  - ELLIOTT Luke PLYMOUTH COASTAL RUNNERS,SEH,489,44:00:01,24:58:07,GB
1325,1326,1758  - POMIES Vincent,V1H,557,44:00:16,24:58:22,FR
1326,1327,2499  - MARCONCINI Massimo A.S.D. COURMAYEUR TRAILERS,SEH,490,44:00:18,24:58:24,IT
1327,1328,1486  - RANNOU Frédéric,V1H,558,44:00:23,24:58:29,FR
1328,1329,2595  - LE CORRE Cedric,SEH,491,44:00:24,24:58:30,FR
1329,1330,2316  - DUMAZEAU Emmanuel,SEH,492,44:00:26,24:58:32,FR
1330,1331,2572  - PAN Xiang Qi NINGBO TIANYI RUNNING CLUB,V1H,559,44:00:27,24:58:33,CN
1331,1332,2515  - KONDO Yohei TEAM SOTA,SEH,493,44:00:31,24:58:37,JP
1332,1333,2182  - WATANABE Hideyuki,V1H,560,44:00:48,24:58:54,JP
1333,1334,2701  - JULISSON Gunnar,V1H,561,44:01:10,24:59:16,IS
1334,1335,1352  - BERNARD Philippe Jacques ALPV,V2H,164,44:01:12,24:59:18,FR
1335,1336,2172  - CENTIS Didier,V2H,165,44:01:13,24:59:19,FR
1336,1337,2404  - KOSKERIDIS Hercules RODOPI BEARS,V1H,562,44:01:47,24:59:53,GR
1337,1338,1843  - NAKAMURA Yukihisa NAKASU TRC,SEH,494,44:02:01,25:00:07,JP
1338,1339,1841  - MAS MAS Antonio L. C.A. MARATHON CREVILLENT,V1H,563,44:02:56,25:01:02,ES
1339,1340,2297  - YANG Kai,SEH,495,44:02:57,25:01:03,CN
1340,1341,2233  - MENDUNI Didier,V1H,564,44:03:21,25:01:27,FR
1341,1342,549  - GUZOWSKI Andrzej,V2H,166,44:03:34,25:01:40,PL
1342,1343,1930  - SAUNAL Olivier,SEH,496,44:03:43,25:01:49,FR
1343,1343,2662  - GALEAZZI Stéphane,V2H,167,44:03:43,25:01:49,FR
1344,1345,2537  - REY Mickael,SEH,497,44:03:58,25:02:04,FR
1345,1346,2398  - COATANNOAN Sebastien,V1H,565,44:04:36,25:02:42,FR
1346,1347,2763  - ETHENOZ Philippe,V2H,168,44:04:45,25:02:51,CH
1347,1348,2069  - PORTUGUEZ Laurent,V1H,566,44:05:08,25:03:14,FR
1348,1349,2171  - HOGAN EDWARDS Kate,V1F,40,44:05:49,25:03:55,AU
1349,1350,2036  - BUCHINGER Reinhard,V2H,169,44:05:55,25:04:01,AT
1350,1351,2692  - USUI Yasukuni VIVA LA VIDA,V1H,567,44:06:21,25:04:27,JP
1351,1352,2314  - DE MINGO SANTIAGO Javier,SEH,498,44:06:54,25:05:00,ES
1352,1353,2422  - MARUYAMA Yuuki,SEH,499,44:07:14,25:05:20,JP
1353,1354,1551  - ANTHOINE Mathieu La Trailbu 74,SEH,500,44:08:46,25:06:52,FR
1354,1355,1659  - EXALTIER Sandrine,V1F,41,44:09:45,25:07:51,FR
1355,1356,2476  - GUIMARD Herve,V1H,568,44:10:20,25:08:26,FR
1356,1357,1781  - ALLAGOUMA Seybou,V1H,569,44:10:23,25:08:29,CA
1357,1358,513  - BULLEN Rob,V2H,170,44:10:43,25:08:49,GB
1358,1359,1742  - SARATA Kuba ADVENTURE: GLOBE,SEH,501,44:10:57,25:09:03,PL
1359,1360,1517  - MAZZOLI Jean-Christophe SANS BORNES ST DIDIER SUR CHALARONNE,V1H,570,44:11:04,25:09:10,FR
1360,1361,2528  - CHAZELLET Julien,SEH,502,44:11:10,25:09:16,FR
1361,1362,2523  - SEGARRA GUSI Marc TRAINING TRAIL TEAM,SEH,503,44:11:21,25:09:27,ES
1362,1363,1544  - COOLE Bruno LES TROTTEURS,V1H,571,44:11:54,25:10:00,CH
1363,1364,2188  - MINODIER Laurent XV ATHLETIC CLUB,V2H,171,44:12:39,25:10:45,FR
1364,1365,2514  - HERMOSO BERNAL Baldomero GIRONBIKES CANTINA ZAPATA TEAM,V1H,572,44:12:45,25:10:51,ES
1365,1366,2241  - FUJIKAWA Yasushi MAZDA AC,V3H,9,44:12:47,25:10:53,JP
1366,1367,1940  - POGGI Anibal,V2H,172,44:13:35,25:11:41,AR
1367,1368,2244  - HENSCHEID Stefan,V2H,173,44:13:46,25:11:52,DE
1368,1369,895  - WATANABE Mayumi,V1F,42,44:14:26,25:12:32,JP
1369,1370,1725  - BOULEY Didier,V1H,573,44:15:00,25:13:06,FR
1370,1371,2179  - MEGÍAS Alejandro,SEH,504,44:15:07,25:13:13,ES
1371,1372,2385  - GALLIER Hervé,V2H,174,44:15:25,25:13:31,FR
1372,1373,2767  - BONNERY Remy,SEH,505,44:15:46,25:13:52,FR
1373,1374,1862  - KOIDE Takeshi,V1H,574,44:16:06,25:14:12,JP
1374,1375,2031  - GENOVESI Federico AICS,V1H,575,44:16:20,25:14:26,IT
1375,1375,2485  - BERTACCA Alfredo ASD AVIS STIAVA (UISP),V2H,175,44:16:20,25:14:26,IT
1376,1377,2033  - HUSSIN Azrulhisyam 2NDSKIN ASIA,V1H,576,44:16:39,25:14:45,MY
1377,1378,2436  - LEPINAY Max,V2H,176,44:17:00,25:15:06,FR
1378,1379,2010  - SMITH Christopher,V1H,577,44:17:37,25:15:43,US
1379,1379,2013  - VACALIS John,V1H,577,44:17:37,25:15:43,US
1380,1381,1933  - BOUREAU KACEM Frédéric,V1H,579,44:18:14,25:16:20,FR
1381,1382,2399  - DESGEORGE Eric TEAM TRAIL COTE BLEUE,V2H,177,44:18:32,25:16:38,FR
1382,1383,2000  - IONESCU Adrian,V1H,580,44:18:35,25:16:41,RO
1383,1384,2788  - HERMOSO Donald,SEH,506,44:18:53,25:16:59,PH
1384,1385,2253  - VUTA Vlad,V1H,581,44:19:40,25:17:46,RO
1385,1386,2886  - KAIDO Masaharu,V1H,582,44:20:33,25:18:39,JP
1386,1387,1660  - SCAPIN Laura,SEF,57,44:21:16,25:19:22,IT
1387,1387,2806  - LOPRETE Saverio TRIATHLON PISA,V1H,583,44:21:16,25:19:22,IT
1388,1387,2816  - PERRONE Settimio Antonio,V2H,178,44:21:16,25:19:22,IT
1389,1390,1972  - FRIZOT Guillaume,V1H,584,44:21:23,25:19:29,FR
1390,1391,2768  - GISCLON Rodolphe,V1H,585,44:21:27,25:19:33,FR
1391,1392,1994  - GEISSER Rolf,V2H,179,44:21:36,25:19:42,CH
1392,1393,1202  - OYAMA Munenori T-100,SEH,507,44:22:05,25:20:11,JP
1393,1394,2005  - ALLISON Robert FIFE ATHLETICS CLUB,V2H,180,44:22:10,25:20:16,GB
1394,1395,2634  - DIAZ GONZALEZ David COMANDO CAVALLS,SEH,508,44:22:19,25:20:25,ES
1395,1395,2635  - GUIJARRO DEL POZO Ivan COMANDO CAVALLS,SEH,508,44:22:19,25:20:25,ES
1396,1397,1249  - KIRIHATA Mariko TOMOTAI,V1F,43,44:22:21,25:20:27,JP
1397,1398,2416  - MEUNIER Benilde,V1H,586,44:22:26,25:20:32,FR
1398,1399,2223  - REIS Celso ROCKY,V1H,587,44:22:55,25:21:01,FR
1399,1400,2588  - AUBRY Arnaud,V1H,588,44:23:03,25:21:09,FR
1400,1401,1619  - DUNSTAN Matthew,SEH,510,44:23:10,25:21:16,GB
1401,1402,1734  - NIVOIX Hugo,SEH,511,44:23:15,25:21:21,FR
1402,1403,1565  - BARBOT Gregory CREWSTACH,SEH,512,44:23:16,25:21:22,FR
1403,1403,1620  - GUILLAUMOT Charles,SEH,512,44:23:16,25:21:22,FR
1404,1405,1031  - QUILL Pat,V2H,181,44:23:29,25:21:35,IE
1405,1406,450  - BEURTON Eric ESR,V1H,589,44:23:40,25:21:46,FR
1406,1407,1755  - KHIAL Farid ASPH 34,V1H,590,44:23:49,25:21:55,FR
1407,1408,1087  - VERA KAY Elena CLUB SA MILANA - ALARO,V1F,44,44:24:02,25:22:08,ES
1408,1409,2731  - FUJII Ryutaro PARCO RUNNERS,V2H,182,44:24:31,25:22:37,JP
1409,1410,1838  - IBARRA MARTIN David NUS TRAIL RUNNING,V1H,591,44:24:41,25:22:47,ES
1410,1411,1441  - CORRALES DE LA HAZA Fernando NUS TRAIL RUNNING,V1H,592,44:24:42,25:22:48,ES
1411,1412,2147  - SASSOULAS Pierre TEAM AP'HEROS,V1H,593,44:24:48,25:22:54,FR
1412,1413,2651  - PALMA MARTÍN José Antonio CORRE CORRE ALMERIA,V1H,594,44:24:57,25:23:03,ES
1413,1414,2323  - SCUTURICI Vasile Marian DECINES MEYZIEU ATHLETISME,V1H,595,44:25:42,25:23:48,RO
1414,1415,2571  - BON Ota,V2H,183,44:25:50,25:23:56,JP
1415,1416,492  - LI Ngan,SEH,514,44:26:19,25:24:25,HK
1416,1417,1724  - GONZALEZ Claudia,V1F,45,44:27:02,25:25:08,AR
1417,1418,2150  - DELETRAZ Pierre,V3H,10,44:28:16,25:26:22,FR
1418,1419,2400  - FERREIRA Fernando Paredes Aventura,V1H,596,44:29:16,25:27:22,PT
1419,1420,2081  - MACEDO Bruno Manuel Henriques,SEH,515,44:29:27,25:27:33,PT
1420,1421,2774  - ECHALLIER Cyril,V1H,597,44:29:47,25:27:53,FR
1421,1422,2277  - RABIN Christophe,V2H,184,44:31:06,25:29:12,FR
1422,1423,1898  - BARUCCO Omar ARAIKANI,V2H,185,44:31:17,25:29:23,AR
1423,1424,554  - BOUCKAERT Vincent,SEH,516,44:32:23,25:30:29,BE
1424,1425,481  - JAMET Christophe CAP D'AIL MACADAM,V1H,598,44:32:36,25:30:42,FR
1425,1426,505  - GABUT Mathieu,SEH,517,44:32:52,25:30:58,FR
1426,1427,2207  - FORTUNATO Giulio NEW PHYSICAL CENTER 90,V2H,186,44:33:20,25:31:26,IT
1427,1428,1424  - MARLIN Christian,V2H,187,44:33:45,25:31:51,EC
1428,1429,2703  - GUYOT Olivier,V2H,188,44:34:00,25:32:06,FR
1429,1430,1012  - DOREE Marion BNA,SEF,58,44:34:37,25:32:43,FR
1430,1431,2220  - MAVARACCHIO Fulvio OTC COMO,V1H,599,44:34:53,25:32:59,IT
1431,1432,502  - WILKINSON Ben,V1H,600,44:35:18,25:33:24,GB
1432,1433,2174  - LEGRESLEY Daniel ULTRA TRAIL DU GRAND MONTREAL,V2H,189,44:35:24,25:33:30,CA
1433,1434,817  - RYAN Michelle,V1F,46,44:35:37,25:33:43,US
1434,1435,2733  - SACHOT Julien,SEH,518,44:35:50,25:33:56,FR
1435,1436,1749  - KUNACHOWICZ Pawel,V1H,601,44:35:52,25:33:58,PL
1436,1437,428  - SU Meng Hui,SEH,519,44:36:58,25:35:04,TW
1437,1438,2391  - LAMERS Theo PEELRUNNERS HORST,V2H,190,44:37:03,25:35:09,NL
1438,1438,2517  - WANG Chen JINAN WILD HORSE,V1H,602,44:37:03,25:35:09,CN
1439,1440,2669  - HODGSDON Daniel,V1H,603,44:37:17,25:35:23,GT
1440,1441,2099  - TRAWICKI Nicolas,V2H,191,44:37:20,25:35:26,FR
1441,1442,1700  - JESEQUEL Mathieu,SEH,520,44:37:22,25:35:28,FR
1442,1443,2407  - SIEBOLD Carl John,V1H,604,44:37:34,25:35:40,GT
1443,1444,2387  - MARUSA Pascal,V1H,605,44:37:37,25:35:43,FR
1444,1445,1803  - CORDONNIER Rémi,V1H,606,44:37:39,25:35:45,FR
1445,1446,2732  - FURUYA Keijiro,SEH,521,44:37:40,25:35:46,JP
1446,1447,2551  - SUZUKI Katsuhisa TEAM ADIDAS,V1H,607,44:38:06,25:36:12,JP
1447,1447,2639  - AKIBA Kotaro TEAM★AKINOMICHI,V2H,192,44:38:06,25:36:12,JP
1448,1449,2653  - MOUNIER Régis,V1H,608,44:38:20,25:36:26,FR
1449,1450,2455  - LACZKÓ István,V1H,609,44:39:08,25:37:14,HU
1450,1451,1284  - BARBIERI Mauro KINOMANA,V2H,193,44:39:25,25:37:31,IT
1451,1452,2802  - RIBAS VIDAL Juan Francisco ES PUIG,V1H,610,44:39:40,25:37:46,ES
1452,1453,1807  - VINKOVIC Nino SRD 315 SJEVEROZAPAD,SEH,522,44:39:52,25:37:58,HR
1453,1454,2753  - BILLET David,V1H,611,44:40:12,25:38:18,FR
1454,1455,2773  - CARR David,V1H,612,44:40:16,25:38:22,US
1455,1456,1873  - HEARNE Matthew SERPENTINE,V1H,613,44:40:25,25:38:31,GB
1456,1457,1415  - BALDASSARRE Marco PRO SAN PIETRO SANREMO,V1H,614,44:40:33,25:38:39,IT
1457,1458,1771  - GRESTERI Niki,SEH,523,44:40:42,25:38:48,IT
1458,1459,2219  - GORGOL Tomasz LP500,SEH,524,44:42:35,25:40:41,PL
